Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
米谷(1949),乌门(1949),Undirected,20687,author-author,,45,,,author<--->author
米谷(1949),乔木(1949),Undirected,20688,author-author,,45,,,author<--->author
米谷(1949),南军(1949),Undirected,20689,author-author,,45,,,author<--->author
米谷(1949),方亢(1949),Undirected,20690,author-author,,45,,,author<--->author
米谷(1949),杜埃(1949),Undirected,20691,author-author,,45,,,author<--->author
米谷(1949),毛泽东(1949),Undirected,20692,author-author,,45,,,author<--->author
米谷(1949),秋虹(1949),Undirected,20693,author-author,,45,,,author<--->author
米谷(1949),舒翰(1949),Undirected,20694,author-author,,45,,,author<--->author
米谷(1949),蓝川(1949),Undirected,20695,author-author,,45,,,author<--->author
米谷(1949),许涤新(1949),Undirected,20696,author-author,,45,,,author<--->author
米谷(1949),G·柯志洛夫(1949),Undirected,20697,author-author,,30,,,author<--->author
米谷(1949),仲冰(1949),Undirected,20698,author-author,,30,,,author<--->author
米谷(1949),刘尊棋(1949),Undirected,20699,author-author,,30,,,author<--->author
米谷(1949),季方(1949),Undirected,20700,author-author,,30,,,author<--->author
米谷(1949),小云(1949),Undirected,20701,author-author,,30,,,author<--->author
米谷(1949),怀湘(1949),Undirected,20702,author-author,,30,,,author<--->author
米谷(1949),李卫明(1949),Undirected,20703,author-author,,30,,,author<--->author
米谷(1949),林枫(1949),Undirected,20704,author-author,,30,,,author<--->author
米谷(1949),桐庐(1949),Undirected,20705,author-author,,30,,,author<--->author
米谷(1949),苏·尤琴(1949),Undirected,20706,author-author,,30,,,author<--->author
米谷(1949),逖甫(1949),Undirected,20707,author-author,,30,,,author<--->author
米谷(1949),颜孙(1949),Undirected,20708,author-author,,30,,,author<--->author
米谷(1949),高梁(1949),Undirected,20709,author-author,,30,,,author<--->author
米谷(1949),（美）艾伦(1949),Undirected,20710,author-author,,30,,,author<--->author
米谷(1949),Arthur_Cleeg(1949),Undirected,20711,author-author,,15,,,author<--->author
米谷(1949),一之(1949),Undirected,20712,author-author,,15,,,author<--->author
米谷(1949),亚记(1949),Undirected,20713,author-author,,15,,,author<--->author
米谷(1949),以空(1949),Undirected,20714,author-author,,15,,,author<--->author
米谷(1949),仲川(1949),Undirected,20715,author-author,,15,,,author<--->author
米谷(1949),余慧(1949),Undirected,20716,author-author,,15,,,author<--->author
米谷(1949),冯文彬(1949),Undirected,20717,author-author,,15,,,author<--->author
米谷(1949),刘伯承(1949),Undirected,20718,author-author,,15,,,author<--->author
米谷(1949),古元(1949),Undirected,20719,author-author,,15,,,author<--->author
米谷(1949),叶剑英(1949),Undirected,20720,author-author,,15,,,author<--->author
米谷(1949),叶籁士(1949),Undirected,20721,author-author,,15,,,author<--->author
米谷(1949),向阳(1949),Undirected,20722,author-author,,15,,,author<--->author
米谷(1949),吕梁(1949),Undirected,20723,author-author,,15,,,author<--->author
米谷(1949),吴多文(1949),Undirected,20724,author-author,,15,,,author<--->author
米谷(1949),吴广(1949),Undirected,20725,author-author,,15,,,author<--->author
米谷(1949),吴玉章(1949),Undirected,20726,author-author,,15,,,author<--->author
